firm,type,share_percent
EXXON MOBIL CORP,Financial company,0.37
EXXON MOBIL CORP,Bank,0.34
EXXON MOBIL CORP,Financial company,0.30
EXXON MOBIL CORP,Bank,0.30
EXXON MOBIL CORP,Bank,0.29
EXXON MOBIL CORP,Bank,0.28
EXXON MOBIL CORP,Bank,0.24
EXXON MOBIL CORP,Bank,0.23
EXXON MOBIL CORP,"Public authority, state, government",0.23
EXXON MOBIL CORP,Corporate,0.23
EXXON MOBIL CORP,Bank,0.22
EXXON MOBIL CORP,Corporate,0.22
EXXON MOBIL CORP,Bank,0.21
EXXON MOBIL CORP,Insurance company,0.21
EXXON MOBIL CORP,Private equity firm,0.21
EXXON MOBIL CORP,Corporate,0.20
EXXON MOBIL CORP,"Public authority, state, government",0.19
EXXON MOBIL CORP,Bank,0.19
EXXON MOBIL CORP,"Public authority, state, government",0.19
EXXON MOBIL CORP,"Mutual and pension fund, nominee, trust, trustee",0.19
EXXON MOBIL CORP,Bank,0.18
EXXON MOBIL CORP,Bank,0.17
EXXON MOBIL CORP,Financial company,0.17
EXXON MOBIL CORP,Corporate,0.17
EXXON MOBIL CORP,Insurance company,0.17
EXXON MOBIL CORP,Bank,0.16
EXXON MOBIL CORP,Bank,0.16
EXXON MOBIL CORP,Insurance company,0.15
EXXON MOBIL CORP,Bank,0.14
EXXON MOBIL CORP,Bank,0.14
EXXON MOBIL CORP,"Public authority, state, government",0.14
EXXON MOBIL CORP,Bank,0.13
EXXON MOBIL CORP,Bank,0.13
EXXON MOBIL CORP,Financial company,0.13
EXXON MOBIL CORP,"Public authority, state, government",0.13
EXXON MOBIL CORP,Corporate,0.13
EXXON MOBIL CORP,Corporate,0.12
EXXON MOBIL CORP,Bank,0.12
EXXON MOBIL CORP,Bank,0.12
EXXON MOBIL CORP,Insurance company,0.11
EXXON MOBIL CORP,Bank,0.11
EXXON MOBIL CORP,Bank,0.11
EXXON MOBIL CORP,Private equity firm,0.11
EXXON MOBIL CORP,"Public authority, state, government",0.11
EXXON MOBIL CORP,Corporate,0.11
EXXON MOBIL CORP,Insurance company,0.11
EXXON MOBIL CORP,Bank,0.10
EXXON MOBIL CORP,Insurance company,0.10
COSTCO WHOLESALE CORP,Financial company,n.a.
COSTCO WHOLESALE CORP,Bank,n.a.
COSTCO WHOLESALE CORP,Bank,4.27
COSTCO WHOLESALE CORP,Corporate,3.47
COSTCO WHOLESALE CORP,Corporate,2.75
COSTCO WHOLESALE CORP,Bank,1.83
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",1.49
COSTCO WHOLESALE CORP,Bank,1.42
COSTCO WHOLESALE CORP,Bank,1.19
COSTCO WHOLESALE CORP,Corporate,1.18
COSTCO WHOLESALE CORP,"Public authority, state, government",1.07
COSTCO WHOLESALE CORP,Bank,1.04
COSTCO WHOLESALE CORP,Insurance company,0.98
COSTCO WHOLESALE CORP,Bank,0.95
COSTCO WHOLESALE CORP,Bank,0.90
COSTCO WHOLESALE CORP,Bank,0.87
COSTCO WHOLESALE CORP,Bank,0.78
COSTCO WHOLESALE CORP,Financial company,0.74
COSTCO WHOLESALE CORP,Insurance company,0.72
COSTCO WHOLESALE CORP,Insurance company,0.70
COSTCO WHOLESALE CORP,Financial company,0.69
COSTCO WHOLESALE CORP,Corporate,0.69
COSTCO WHOLESALE CORP,Bank,0.68
COSTCO WHOLESALE CORP,Bank,0.66
COSTCO WHOLESALE CORP,Private equity firm,0.62
COSTCO WHOLESALE CORP,Financial company,0.51
COSTCO WHOLESALE CORP,Bank,0.50
COSTCO WHOLESALE CORP,Bank,0.47
COSTCO WHOLESALE CORP,Bank,0.44
COSTCO WHOLESALE CORP,Bank,0.43
COSTCO WHOLESALE CORP,"Public authority, state, government",0.42
COSTCO WHOLESALE CORP,Bank,0.40
COSTCO WHOLESALE CORP,Bank,0.40
COSTCO WHOLESALE CORP,Bank,0.40
COSTCO WHOLESALE CORP,Bank,0.40
COSTCO WHOLESALE CORP,Financial company,0.39
COSTCO WHOLESALE CORP,Bank,0.36
COSTCO WHOLESALE CORP,Bank,0.36
COSTCO WHOLESALE CORP,Insurance company,0.35
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.33
COSTCO WHOLESALE CORP,Bank,0.32
COSTCO WHOLESALE CORP,Bank,0.30
COSTCO WHOLESALE CORP,Corporate,0.30
COSTCO WHOLESALE CORP,Insurance company,0.29
COSTCO WHOLESALE CORP,Bank,0.28
COSTCO WHOLESALE CORP,Bank,0.28
COSTCO WHOLESALE CORP,Bank,0.27
COSTCO WHOLESALE CORP,Bank,0.26
COSTCO WHOLESALE CORP,Corporate,0.26
COSTCO WHOLESALE CORP,Bank,0.26
COSTCO WHOLESALE CORP,Insurance company,0.24
COSTCO WHOLESALE CORP,Corporate,0.24
COSTCO WHOLESALE CORP,Corporate,0.24
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.24
COSTCO WHOLESALE CORP,Insurance company,0.23
COSTCO WHOLESALE CORP,Corporate,0.23
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.23
COSTCO WHOLESALE CORP,Bank,0.21
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.21
COSTCO WHOLESALE CORP,Corporate,0.21
COSTCO WHOLESALE CORP,Financial company,0.20
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.20
COSTCO WHOLESALE CORP,Bank,0.19
COSTCO WHOLESALE CORP,Bank,0.19
COSTCO WHOLESALE CORP,Bank,0.19
COSTCO WHOLESALE CORP,"Public authority, state, government",0.19
COSTCO WHOLESALE CORP,"Public authority, state, government",0.18
COSTCO WHOLESALE CORP,Private equity firm,0.17
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.17
COSTCO WHOLESALE CORP,"Public authority, state, government",0.16
COSTCO WHOLESALE CORP,Bank,0.16
COSTCO WHOLESALE CORP,Corporate,0.16
COSTCO WHOLESALE CORP,Bank,0.15
COSTCO WHOLESALE CORP,"Public authority, state, government",0.15
COSTCO WHOLESALE CORP,Bank,0.15
COSTCO WHOLESALE CORP,Corporate,0.14
COSTCO WHOLESALE CORP,Bank,0.14
COSTCO WHOLESALE CORP,"Public authority, state, government",0.14
COSTCO WHOLESALE CORP,"Public authority, state, government",0.14
COSTCO WHOLESALE CORP,Corporate,0.14
COSTCO WHOLESALE CORP,Financial company,0.14
COSTCO WHOLESALE CORP,Financial company,0.14
COSTCO WHOLESALE CORP,Corporate,0.13
COSTCO WHOLESALE CORP,Insurance company,0.12
COSTCO WHOLESALE CORP,Bank,0.12
COSTCO WHOLESALE CORP,Bank,0.12
COSTCO WHOLESALE CORP,Bank,0.12
COSTCO WHOLESALE CORP,Financial company,0.12
COSTCO WHOLESALE CORP,Financial company,0.12
COSTCO WHOLESALE CORP,Corporate,0.12
COSTCO WHOLESALE CORP,Corporate,0.12
COSTCO WHOLESALE CORP,Corporate,0.12
COSTCO WHOLESALE CORP,Financial company,0.11
COSTCO WHOLESALE CORP,Corporate,0.11
COSTCO WHOLESALE CORP,Financial company,0.11
COSTCO WHOLESALE CORP,Bank,0.11
COSTCO WHOLESALE CORP,Private equity firm,0.11
COSTCO WHOLESALE CORP,"Public authority, state, government",0.11
COSTCO WHOLESALE CORP,Corporate,0.11
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.11
COSTCO WHOLESALE CORP,"Mutual and pension fund, nominee, trust, trustee",0.11
COSTCO WHOLESALE CORP,Corporate,0.10
COSTCO WHOLESALE CORP,Bank,0.10
COSTCO WHOLESALE CORP,Bank,0.10
COSTCO WHOLESALE CORP,Private equity firm,0.10
CARDINAL HEALTH INC,Financial company,n.a.
CARDINAL HEALTH INC,Bank,8.55
CARDINAL HEALTH INC,Bank,6.49
CARDINAL HEALTH INC,Bank,n.a.
CARDINAL HEALTH INC,Bank,2.74
CARDINAL HEALTH INC,Bank,2.36
CARDINAL HEALTH INC,Corporate,2.00
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",1.68
CARDINAL HEALTH INC,Corporate,1.62
CARDINAL HEALTH INC,Bank,1.41
CARDINAL HEALTH INC,Bank,1.34
CARDINAL HEALTH INC,Insurance company,1.26
CARDINAL HEALTH INC,"Public authority, state, government",1.24
CARDINAL HEALTH INC,Corporate,1.22
CARDINAL HEALTH INC,Bank,1.19
CARDINAL HEALTH INC,Bank,1.18
CARDINAL HEALTH INC,Financial company,1.06
CARDINAL HEALTH INC,Financial company,0.94
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.93
CARDINAL HEALTH INC,Corporate,0.90
CARDINAL HEALTH INC,Bank,0.88
CARDINAL HEALTH INC,Bank,0.85
CARDINAL HEALTH INC,Insurance company,0.83
CARDINAL HEALTH INC,Bank,0.78
CARDINAL HEALTH INC,Bank,0.78
CARDINAL HEALTH INC,Insurance company,0.75
CARDINAL HEALTH INC,Financial company,0.75
CARDINAL HEALTH INC,Corporate,0.73
CARDINAL HEALTH INC,Bank,0.72
CARDINAL HEALTH INC,Private equity firm,0.65
CARDINAL HEALTH INC,Bank,0.64
CARDINAL HEALTH INC,Corporate,0.62
CARDINAL HEALTH INC,Bank,0.56
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.56
CARDINAL HEALTH INC,Corporate,0.55
CARDINAL HEALTH INC,Bank,0.53
CARDINAL HEALTH INC,Financial company,0.51
CARDINAL HEALTH INC,Bank,0.49
CARDINAL HEALTH INC,Bank,0.47
CARDINAL HEALTH INC,Bank,0.43
CARDINAL HEALTH INC,Bank,0.43
CARDINAL HEALTH INC,"Public authority, state, government",0.43
CARDINAL HEALTH INC,Financial company,0.40
CARDINAL HEALTH INC,Corporate,0.40
CARDINAL HEALTH INC,Bank,0.39
CARDINAL HEALTH INC,Bank,0.39
CARDINAL HEALTH INC,Corporate,0.39
CARDINAL HEALTH INC,Bank,0.38
CARDINAL HEALTH INC,Bank,0.38
CARDINAL HEALTH INC,Corporate,0.38
CARDINAL HEALTH INC,Insurance company,0.38
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.37
CARDINAL HEALTH INC,Bank,0.36
CARDINAL HEALTH INC,Bank,0.33
CARDINAL HEALTH INC,Corporate,0.32
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.32
CARDINAL HEALTH INC,Financial company,0.31
CARDINAL HEALTH INC,Bank,0.30
CARDINAL HEALTH INC,Private equity firm,0.30
CARDINAL HEALTH INC,Corporate,0.28
CARDINAL HEALTH INC,Corporate,0.28
CARDINAL HEALTH INC,Corporate,0.27
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.25
CARDINAL HEALTH INC,Bank,0.23
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.23
CARDINAL HEALTH INC,Corporate,0.23
CARDINAL HEALTH INC,Financial company,0.23
CARDINAL HEALTH INC,Bank,0.22
CARDINAL HEALTH INC,Bank,0.22
CARDINAL HEALTH INC,Insurance company,0.22
CARDINAL HEALTH INC,"Public authority, state, government",0.22
CARDINAL HEALTH INC,Financial company,0.22
CARDINAL HEALTH INC,Venture capital,0.22
CARDINAL HEALTH INC,Corporate,0.21
CARDINAL HEALTH INC,Financial company,0.20
CARDINAL HEALTH INC,Corporate,0.20
CARDINAL HEALTH INC,Bank,0.19
CARDINAL HEALTH INC,Financial company,0.19
CARDINAL HEALTH INC,"Public authority, state, government",0.19
CARDINAL HEALTH INC,Insurance company,0.19
CARDINAL HEALTH INC,Bank,0.18
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.18
CARDINAL HEALTH INC,Financial company,0.18
CARDINAL HEALTH INC,Financial company,0.17
CARDINAL HEALTH INC,Corporate,0.17
CARDINAL HEALTH INC,Corporate,0.17
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.17
CARDINAL HEALTH INC,Bank,0.16
CARDINAL HEALTH INC,"Public authority, state, government",0.16
CARDINAL HEALTH INC,Insurance company,0.16
CARDINAL HEALTH INC,Insurance company,0.15
CARDINAL HEALTH INC,Bank,0.15
CARDINAL HEALTH INC,Bank,0.15
CARDINAL HEALTH INC,Insurance company,0.15
CARDINAL HEALTH INC,Bank,0.14
CARDINAL HEALTH INC,Financial company,0.14
CARDINAL HEALTH INC,"Public authority, state, government",0.14
CARDINAL HEALTH INC,Corporate,0.14
CARDINAL HEALTH INC,Bank,0.13
CARDINAL HEALTH INC,Bank,0.13
CARDINAL HEALTH INC,Corporate,0.13
CARDINAL HEALTH INC,Bank,0.12
CARDINAL HEALTH INC,"Public authority, state, government",0.12
CARDINAL HEALTH INC,Insurance company,0.12
CARDINAL HEALTH INC,Corporate,0.12
CARDINAL HEALTH INC,Bank,0.12
CARDINAL HEALTH INC,Bank,0.12
CARDINAL HEALTH INC,"Public authority, state, government",0.12
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.12
CARDINAL HEALTH INC,Financial company,0.12
CARDINAL HEALTH INC,Financial company,0.12
CARDINAL HEALTH INC,Insurance company,0.11
CARDINAL HEALTH INC,Insurance company,0.11
CARDINAL HEALTH INC,Bank,0.11
CARDINAL HEALTH INC,Bank,0.11
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.11
CARDINAL HEALTH INC,Private equity firm,0.11
CARDINAL HEALTH INC,Corporate,0.11
CARDINAL HEALTH INC,"Public authority, state, government",0.11
CARDINAL HEALTH INC,"Mutual and pension fund, nominee, trust, trustee",0.11
CARDINAL HEALTH INC,Corporate,0.11
CARDINAL HEALTH INC,Corporate,0.11
CARDINAL HEALTH INC,Bank,0.10
CARDINAL HEALTH INC,Bank,0.10
CARDINAL HEALTH INC,Bank,0.10
CARDINAL HEALTH INC,Private equity firm,0.10
CARDINAL HEALTH INC,Financial company,0.10
MICROSOFT CORPORATION,Financial company,n.a.
MICROSOFT CORPORATION,Bank,4.24
MICROSOFT CORPORATION,Corporate,4.23
MICROSOFT CORPORATION,Corporate,3.15
MICROSOFT CORPORATION,Bank,2.42
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",1.54
MICROSOFT CORPORATION,Bank,1.28
MICROSOFT CORPORATION,Bank,1.13
MICROSOFT CORPORATION,"Public authority, state, government",1.05
MICROSOFT CORPORATION,Bank,1.00
MICROSOFT CORPORATION,Corporate,1.00
MICROSOFT CORPORATION,Bank,0.99
MICROSOFT CORPORATION,Bank,0.98
MICROSOFT CORPORATION,Corporate,0.93
MICROSOFT CORPORATION,Bank,0.78
MICROSOFT CORPORATION,Bank,0.67
MICROSOFT CORPORATION,Bank,0.65
MICROSOFT CORPORATION,Bank,0.62
MICROSOFT CORPORATION,Insurance company,0.61
MICROSOFT CORPORATION,Insurance company,0.61
MICROSOFT CORPORATION,Financial company,0.60
MICROSOFT CORPORATION,Insurance company,0.51
MICROSOFT CORPORATION,Bank,0.51
MICROSOFT CORPORATION,Bank,0.51
MICROSOFT CORPORATION,Bank,0.51
MICROSOFT CORPORATION,Bank,0.49
MICROSOFT CORPORATION,Financial company,0.46
MICROSOFT CORPORATION,"Public authority, state, government",0.43
MICROSOFT CORPORATION,Bank,0.42
MICROSOFT CORPORATION,Bank,0.41
MICROSOFT CORPORATION,Bank,0.40
MICROSOFT CORPORATION,Bank,0.37
MICROSOFT CORPORATION,Bank,0.37
MICROSOFT CORPORATION,Bank,0.35
MICROSOFT CORPORATION,Bank,0.32
MICROSOFT CORPORATION,Financial company,0.32
MICROSOFT CORPORATION,Corporate,0.32
MICROSOFT CORPORATION,Bank,0.29
MICROSOFT CORPORATION,Corporate,0.29
MICROSOFT CORPORATION,Corporate,0.29
MICROSOFT CORPORATION,Financial company,0.29
MICROSOFT CORPORATION,Financial company,0.27
MICROSOFT CORPORATION,Corporate,0.26
MICROSOFT CORPORATION,Corporate,0.24
MICROSOFT CORPORATION,Bank,0.23
MICROSOFT CORPORATION,Insurance company,0.23
MICROSOFT CORPORATION,Bank,0.23
MICROSOFT CORPORATION,Corporate,0.23
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.23
MICROSOFT CORPORATION,Bank,0.22
MICROSOFT CORPORATION,Bank,0.21
MICROSOFT CORPORATION,Bank,0.21
MICROSOFT CORPORATION,Insurance company,0.20
MICROSOFT CORPORATION,"Public authority, state, government",0.20
MICROSOFT CORPORATION,Bank,0.19
MICROSOFT CORPORATION,Bank,0.19
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.19
MICROSOFT CORPORATION,Financial company,0.19
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.19
MICROSOFT CORPORATION,Insurance company,0.18
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.18
MICROSOFT CORPORATION,Bank,0.17
MICROSOFT CORPORATION,Bank,0.17
MICROSOFT CORPORATION,Financial company,0.17
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.17
MICROSOFT CORPORATION,Insurance company,0.17
MICROSOFT CORPORATION,Bank,0.16
MICROSOFT CORPORATION,Bank,0.16
MICROSOFT CORPORATION,Financial company,0.16
MICROSOFT CORPORATION,Financial company,0.16
MICROSOFT CORPORATION,"Public authority, state, government",0.16
MICROSOFT CORPORATION,Bank,0.16
MICROSOFT CORPORATION,Insurance company,0.16
MICROSOFT CORPORATION,Bank,0.15
MICROSOFT CORPORATION,Bank,0.15
MICROSOFT CORPORATION,"Public authority, state, government",0.15
MICROSOFT CORPORATION,Hedge fund,0.15
MICROSOFT CORPORATION,Corporate,0.15
MICROSOFT CORPORATION,Bank,0.14
MICROSOFT CORPORATION,Bank,0.14
MICROSOFT CORPORATION,Insurance company,0.14
MICROSOFT CORPORATION,"Public authority, state, government",0.14
MICROSOFT CORPORATION,Private equity firm,0.14
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.14
MICROSOFT CORPORATION,Bank,0.13
MICROSOFT CORPORATION,Financial company,0.13
MICROSOFT CORPORATION,"Public authority, state, government",0.13
MICROSOFT CORPORATION,"Public authority, state, government",0.13
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.13
MICROSOFT CORPORATION,Insurance company,0.12
MICROSOFT CORPORATION,Private equity firm,0.12
MICROSOFT CORPORATION,Corporate,0.12
MICROSOFT CORPORATION,Corporate,0.12
MICROSOFT CORPORATION,Bank,0.11
MICROSOFT CORPORATION,Bank,0.11
MICROSOFT CORPORATION,Insurance company,0.11
MICROSOFT CORPORATION,Bank,0.11
MICROSOFT CORPORATION,"Public authority, state, government",0.11
MICROSOFT CORPORATION,Financial company,0.11
MICROSOFT CORPORATION,Corporate,0.11
MICROSOFT CORPORATION,Bank,0.10
MICROSOFT CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.10
MICROSOFT CORPORATION,Bank,0.10
MICROSOFT CORPORATION,Financial company,0.10
MICROSOFT CORPORATION,Financial company,0.10
MICROSOFT CORPORATION,Financial company,0.10
MICROSOFT CORPORATION,Corporate,0.10
VERIZON COMMUNICATIONS INC,Financial company,8.05
VERIZON COMMUNICATIONS INC,Bank,7.27
VERIZON COMMUNICATIONS INC,Bank,4.13
VERIZON COMMUNICATIONS INC,Corporate,2.82
VERIZON COMMUNICATIONS INC,Corporate,1.60
VERIZON COMMUNICATIONS INC,Bank,1.53
VERIZON COMMUNICATIONS INC,"Mutual and pension fund, nominee, trust, trustee",1.53
VERIZON COMMUNICATIONS INC,Bank,1.41
VERIZON COMMUNICATIONS INC,Bank,1.34
VERIZON COMMUNICATIONS INC,Bank,1.24
VERIZON COMMUNICATIONS INC,"Public authority, state, government",1.09
VERIZON COMMUNICATIONS INC,Bank,1.01
VERIZON COMMUNICATIONS INC,Bank,0.91
VERIZON COMMUNICATIONS INC,Bank,0.89
VERIZON COMMUNICATIONS INC,Bank,0.80
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.80
VERIZON COMMUNICATIONS INC,Bank,0.70
VERIZON COMMUNICATIONS INC,Corporate,0.70
VERIZON COMMUNICATIONS INC,Insurance company,0.67
VERIZON COMMUNICATIONS INC,Corporate,0.64
VERIZON COMMUNICATIONS INC,Corporate,0.63
VERIZON COMMUNICATIONS INC,Bank,0.60
VERIZON COMMUNICATIONS INC,Financial company,0.60
VERIZON COMMUNICATIONS INC,Bank,0.56
VERIZON COMMUNICATIONS INC,Bank,0.55
VERIZON COMMUNICATIONS INC,Bank,0.52
VERIZON COMMUNICATIONS INC,Bank,0.51
VERIZON COMMUNICATIONS INC,Bank,0.48
VERIZON COMMUNICATIONS INC,Bank,0.48
VERIZON COMMUNICATIONS INC,Financial company,0.48
VERIZON COMMUNICATIONS INC,Bank,0.47
VERIZON COMMUNICATIONS INC,Bank,0.46
VERIZON COMMUNICATIONS INC,Bank,0.43
VERIZON COMMUNICATIONS INC,Corporate,0.40
VERIZON COMMUNICATIONS INC,Bank,0.40
VERIZON COMMUNICATIONS INC,Insurance company,0.39
VERIZON COMMUNICATIONS INC,Corporate,0.37
VERIZON COMMUNICATIONS INC,Financial company,0.35
VERIZON COMMUNICATIONS INC,Financial company,0.34
VERIZON COMMUNICATIONS INC,Corporate,0.33
VERIZON COMMUNICATIONS INC,Bank,0.32
VERIZON COMMUNICATIONS INC,Bank,0.32
VERIZON COMMUNICATIONS INC,Bank,0.30
VERIZON COMMUNICATIONS INC,Financial company,0.29
VERIZON COMMUNICATIONS INC,Bank,0.28
VERIZON COMMUNICATIONS INC,Corporate,0.28
VERIZON COMMUNICATIONS INC,Insurance company,0.27
VERIZON COMMUNICATIONS INC,Bank,0.27
VERIZON COMMUNICATIONS INC,Bank,0.25
VERIZON COMMUNICATIONS INC,Corporate,0.25
VERIZON COMMUNICATIONS INC,Insurance company,0.25
VERIZON COMMUNICATIONS INC,Bank,0.22
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.21
VERIZON COMMUNICATIONS INC,"Mutual and pension fund, nominee, trust, trustee",0.20
VERIZON COMMUNICATIONS INC,Corporate,0.20
VERIZON COMMUNICATIONS INC,Insurance company,0.19
VERIZON COMMUNICATIONS INC,Financial company,0.19
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.19
VERIZON COMMUNICATIONS INC,Private equity firm,0.19
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.18
VERIZON COMMUNICATIONS INC,Insurance company,0.17
VERIZON COMMUNICATIONS INC,Bank,0.16
VERIZON COMMUNICATIONS INC,Bank,0.16
VERIZON COMMUNICATIONS INC,Bank,0.15
VERIZON COMMUNICATIONS INC,Financial company,0.15
VERIZON COMMUNICATIONS INC,Bank,0.15
VERIZON COMMUNICATIONS INC,Financial company,0.15
VERIZON COMMUNICATIONS INC,Corporate,0.15
VERIZON COMMUNICATIONS INC,Financial company,0.15
VERIZON COMMUNICATIONS INC,Bank,0.14
VERIZON COMMUNICATIONS INC,Bank,0.14
VERIZON COMMUNICATIONS INC,Insurance company,0.14
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.14
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.14
VERIZON COMMUNICATIONS INC,"Mutual and pension fund, nominee, trust, trustee",0.14
VERIZON COMMUNICATIONS INC,Corporate,0.13
VERIZON COMMUNICATIONS INC,Bank,0.13
VERIZON COMMUNICATIONS INC,Financial company,0.13
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.13
VERIZON COMMUNICATIONS INC,Bank,0.13
VERIZON COMMUNICATIONS INC,Bank,0.13
VERIZON COMMUNICATIONS INC,Bank,0.13
VERIZON COMMUNICATIONS INC,Private equity firm,0.13
VERIZON COMMUNICATIONS INC,Corporate,0.13
VERIZON COMMUNICATIONS INC,Corporate,0.13
VERIZON COMMUNICATIONS INC,"Mutual and pension fund, nominee, trust, trustee",0.13
VERIZON COMMUNICATIONS INC,Insurance company,0.13
VERIZON COMMUNICATIONS INC,Insurance company,0.13
VERIZON COMMUNICATIONS INC,Insurance company,0.12
VERIZON COMMUNICATIONS INC,Bank,0.12
VERIZON COMMUNICATIONS INC,"Public authority, state, government",0.12
VERIZON COMMUNICATIONS INC,Financial company,0.12
VERIZON COMMUNICATIONS INC,Corporate,0.12
VERIZON COMMUNICATIONS INC,Venture capital,0.12
VERIZON COMMUNICATIONS INC,Insurance company,0.12
VERIZON COMMUNICATIONS INC,Bank,0.11
VERIZON COMMUNICATIONS INC,Bank,0.11
